firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,,,Birth's Per Month,,Birth's Per Day,,Birth's Per Year,,Person's Per Course,,Globe or Smart,,,
name1882,lastname1882,September,20,99,BS Management Engineering,639276747923.00,927.67,927,,,,,,,,,,,,
name1883,lastname1883,August,18,97,BS Legal Management,639183607086.00,918.36,918,,,,,,,,,,,,
name1884,lastname1884,November,23,98,BS Legal Management,639274167864.00,927.42,927,,,,,,,,,,,,
name1885,lastname1885,March,28,99,BS Management,639276981510.00,927.70,927,,,,,,,,,,,,
name1886,lastname1886,December,19,97,BS Management Engineering,639189288697.00,918.93,918,,,,,,,,,,,,
name1887,lastname1887,December,26,98,BS Legal Management,639174585958.00,917.46,917,,,,,,,,,,,,
name1888,lastname1888,January,6,97,BS IT Entrepreneurship,639271452468.00,927.15,927,,,,,,,,,,,,
name1889,lastname1889,January,5,0,BS IT Entrepreneurship,639275515106.00,927.55,927,,,,,,,,,,,,
name1890,lastname1890,July,5,99,BS Comtech,639173768469.00,917.38,917,,,,,,,,,,,,
name1891,lastname1891,July,25,97,BS Legal Management,639276271082.00,927.63,927,,,,,,,,,,,,
name1892,lastname1892,May,14,99,BS Management,639173516483.00,917.35,917,,,,,,,,,,,,
name1893,lastname1893,April,6,1,BS Legal Management,639189767172.00,918.98,918,,,,,,,,,,,,
name1894,lastname1894,July,9,97,BS Management Engineering,639273174456.00,927.32,927,,,,,,,,,,,,
name1895,lastname1895,August,24,1,BS Comtech,639179516149.00,917.95,917,,,,,,,,,,,,
name1896,lastname1896,September,18,97,BS Comtech,639184374382.00,918.44,918,,,,,,,,,,,,
name1897,lastname1897,March,20,0,BS IT Entrepreneurship,639186746011.00,918.67,918,,,,,,,,,,,,
name1898,lastname1898,November,13,1,BS IT Entrepreneurship,639179809361.00,917.98,917,,,,,,,,,,,,
name1899,lastname1899,November,16,97,BS Legal Management,639173434749.00,917.34,917,,,,,,,,,,,,
name1900,lastname1900,December,21,0,BS Management Engineering,639187827408.00,918.78,918,,,,,,,,,,,,
name1901,lastname1901,December,19,1,BS IT Entrepreneurship,639276873457.00,927.69,927,,,,,,,,,,,,
name1902,lastname1902,June,24,97,BS Management Engineering,639275658788.00,927.57,927,,,,,,,,,,,,
name1903,lastname1903,July,25,98,BS Comtech,639177733531.00,917.77,917,,,,,,,,,,,,
name1904,lastname1904,February,18,98,BS Comtech,639181779665.00,918.18,918,,,,,,,,,,,,
name1905,lastname1905,June,12,1,BS Legal Management,639176476297.00,917.65,917,,,,,,,,,,,,
name1906,lastname1906,September,1,97,BS Legal Management,639186045243.00,918.60,918,,,,,,,,,,,,
name1907,lastname1907,June,10,97,BS Management,639276654368.00,927.67,927,,,,,,,,,,,,
name1908,lastname1908,October,6,98,BS Management Engineering,639278987426.00,927.90,927,,,,,,,,,,,,
name1909,lastname1909,December,24,97,BS Legal Management,639184154885.00,918.42,918,,,,,,,,,,,,
name1910,lastname1910,August,18,0,BS Management Engineering,639272169011.00,927.22,927,,,,,,,,,,,,
name1911,lastname1911,August,21,0,BS IT Entrepreneurship,639181723043.00,918.17,918,,,,,,,,,,,,
name1912,lastname1912,October,6,98,BS Management Engineering,639176479327.00,917.65,917,,,,,,,,,,,,
name1913,lastname1913,May,20,99,BS Management Engineering,639275868024.00,927.59,927,,,,,,,,,,,,
name1914,lastname1914,February,20,1,BS IT Entrepreneurship,639176816487.00,917.68,917,,,,,,,,,,,,
name1915,lastname1915,April,21,0,BS Management,639177978859.00,917.80,917,,,,,,,,,,,,
name1916,lastname1916,January,22,98,BS Management Engineering,639186007693.00,918.60,918,,,,,,,,,,,,
name1917,lastname1917,April,19,97,BS IT Entrepreneurship,639276236877.00,927.62,927,,,,,,,,,,,,
name1918,lastname1918,February,9,0,BS Management,639178839174.00,917.88,917,,,,,,,,,,,,
name1919,lastname1919,October,11,99,BS Management,639189898988.00,918.99,918,,,,,,,,,,,,
name1920,lastname1920,October,5,98,BS Management,639275004106.00,927.50,927,,,,,,,,,,,,
name1921,lastname1921,January,19,99,BS Comtech,639184587218.00,918.46,918,,,,,,,,,,,,
name1922,lastname1922,August,8,0,BS Management Engineering,639279102396.00,927.91,927,,,,,,,,,,,,
name1923,lastname1923,July,14,99,BS Legal Management,639174089751.00,917.41,917,,,,,,,,,,,,
name1924,lastname1924,January,15,98,BS Legal Management,639171202048.00,917.12,917,,,,,,,,,,,,
name1925,lastname1925,December,16,0,BS Comtech,639279954819.00,928.00,927,,,,,,,,,,,,
name1926,lastname1926,January,19,0,BS Comtech,639177768672.00,917.78,917,,,,,,,,,,,,
name1927,lastname1927,December,23,97,BS Comtech,639277118774.00,927.71,927,,,,,,,,,,,,
name1928,lastname1928,September,23,1,BS Management Engineering,639181761631.00,918.18,918,,,,,,,,,,,,
name1929,lastname1929,September,21,1,BS Legal Management,639188867599.00,918.89,918,,,,,,,,,,,,
name1930,lastname1930,March,26,97,BS Management,639275254868.00,927.53,927,,,,,,,,,,,,
name1931,lastname1931,March,6,98,BS Legal Management,639278412882.00,927.84,927,,,,,,,,,,,,
name1932,lastname1932,May,1,99,BS Management Engineering,639188466659.00,918.85,918,,,,,,,,,,,,
name1933,lastname1933,July,3,97,BS Management Engineering,639187926368.00,918.79,918,,,,,,,,,,,,
name1934,lastname1934,March,16,99,BS Legal Management,639189678450.00,918.97,918,,,,,,,,,,,,
name1935,lastname1935,May,14,99,BS Management,639277554178.00,927.76,927,,,,,,,,,,,,
name1936,lastname1936,September,26,97,BS Management Engineering,639173808802.00,917.38,917,,,,,,,,,,,,
name1937,lastname1937,July,8,99,BS Management,639273605747.00,927.36,927,,,,,,,,,,,,
name1938,lastname1938,November,7,0,BS Management Engineering,639182061778.00,918.21,918,,,,,,,,,,,,
name1939,lastname1939,September,27,98,BS Management Engineering,639271302847.00,927.13,927,,,,,,,,,,,,
name1940,lastname1940,October,6,99,BS Comtech,639174738945.00,917.47,917,,,,,,,,,,,,
name1941,lastname1941,August,8,98,BS IT Entrepreneurship,639184863597.00,918.49,918,,,,,,,,,,,,
name1942,lastname1942,November,20,97,BS Legal Management,639274137382.00,927.41,927,,,,,,,,,,,,
name1943,lastname1943,September,26,98,BS Management Engineering,639188557910.00,918.86,918,,,,,,,,,,,,
name1944,lastname1944,January,24,99,BS Management,639276169138.00,927.62,927,,,,,,,,,,,,
name1945,lastname1945,September,20,98,BS Management,639184674634.00,918.47,918,,,,,,,,,,,,
name1946,lastname1946,December,21,99,BS Management,639273577894.00,927.36,927,,,,,,,,,,,,
name1947,lastname1947,January,18,99,BS Legal Management,639272769126.00,927.28,927,,,,,,,,,,,,
name1948,lastname1948,January,16,97,BS Management Engineering,639277979938.00,927.80,927,,,,,,,,,,,,
name1949,lastname1949,October,6,99,BS Legal Management,639179296626.00,917.93,917,,,,,,,,,,,,
name1950,lastname1950,May,20,99,BS Management Engineering,639185012731.00,918.50,918,,,,,,,,,,,,
name1951,lastname1951,December,10,98,BS Legal Management,639272178950.00,927.22,927,,,,,,,,,,,,
name1952,lastname1952,February,15,0,BS Legal Management,639172512670.00,917.25,917,,,,,,,,,,,,
name1953,lastname1953,January,11,97,BS IT Entrepreneurship,639172953430.00,917.30,917,,,,,,,,,,,,
name1954,lastname1954,April,1,98,BS Management,639181281504.00,918.13,918,,,,,,,,,,,,
name1955,lastname1955,June,14,97,BS IT Entrepreneurship,639179881124.00,917.99,917,,,,,,,,,,,,
name1956,lastname1956,December,3,1,BS Management,639182909663.00,918.29,918,,,,,,,,,,,,
name1957,lastname1957,August,11,99,BS Management Engineering,639273288199.00,927.33,927,,,,,,,,,,,,
name1958,lastname1958,December,1,1,BS Management Engineering,639188282295.00,918.83,918,,,,,,,,,,,,
name1959,lastname1959,September,26,98,BS Management,639185059307.00,918.51,918,,,,,,,,,,,,
name1960,lastname1960,May,14,0,BS Management Engineering,639274759587.00,927.48,927,,,,,,,,,,,,
name1961,lastname1961,June,25,97,BS Management Engineering,639271742703.00,927.17,927,,,,,,,,,,,,
name1962,lastname1962,March,15,97,BS Management,639176165146.00,917.62,917,,,,,,,,,,,,
name1963,lastname1963,December,18,98,BS Management Engineering,639173294801.00,917.33,917,,,,,,,,,,,,
name1964,lastname1964,November,21,99,BS Management Engineering,639173259556.00,917.33,917,,,,,,,,,,,,
name1965,lastname1965,December,12,97,BS Management,639271002511.00,927.10,927,,,,,,,,,,,,
name1966,lastname1966,February,4,99,BS Comtech,639172156408.00,917.22,917,,,,,,,,,,,,
name1967,lastname1967,January,9,97,BS Legal Management,639174361207.00,917.44,917,,,,,,,,,,,,
name1968,lastname1968,March,22,97,BS IT Entrepreneurship,639174657876.00,917.47,917,,,,,,,,,,,,
name1969,lastname1969,October,2,98,BS Management Engineering,639189641775.00,918.96,918,,,,,,,,,,,,
name1970,lastname1970,December,17,97,BS Legal Management,639171689870.00,917.17,917,,,,,,,,,,,,
name1971,lastname1971,November,5,0,BS Management,639188297683.00,918.83,918,,,,,,,,,,,,
name1972,lastname1972,February,9,97,BS Management Engineering,639276035096.00,927.60,927,,,,,,,,,,,,
name1973,lastname1973,January,27,0,BS Management,639277313323.00,927.73,927,,,,,,,,,,,,
name1974,lastname1974,September,28,99,BS Legal Management,639274965071.00,927.50,927,,,,,,,,,,,,
name1975,lastname1975,January,28,98,BS Management Engineering,639173801407.00,917.38,917,,,,,,,,,,,,
name1976,lastname1976,January,28,97,BS Management,639174625215.00,917.46,917,,,,,,,,,,,,
name1977,lastname1977,September,12,97,BS Legal Management,639183273825.00,918.33,918,,,,,,,,,,,,
name1978,lastname1978,January,24,99,BS IT Entrepreneurship,639182601423.00,918.26,918,,,,,,,,,,,,
name1979,lastname1979,September,27,98,BS IT Entrepreneurship,639272228176.00,927.22,927,,,,,,,,,,,,
name1980,lastname1980,October,17,97,BS Management,639174319325.00,917.43,917,,,,,,,,,,,,
name1981,lastname1981,January,26,97,BS IT Entrepreneurship,639176753677.00,917.68,917,,,,,,,,,,,,
name1982,lastname1982,September,22,97,BS Management,639277498562.00,927.75,927,,,,,,,,,,,,
name1983,lastname1983,April,2,97,BS IT Entrepreneurship,639174668755.00,917.47,917,,,,,,,,,,,,
name1984,lastname1984,September,22,98,BS Comtech,639272774242.00,927.28,927,,,,,,,,,,,,
name1985,lastname1985,December,19,98,BS Management,639172579388.00,917.26,917,,,,,,,,,,,,
name1986,lastname1986,October,5,97,BS Management,639171406709.00,917.14,917,,,,,,,,,,,,
name1987,lastname1987,July,2,98,BS Legal Management,639279468272.00,927.95,927,,,,,,,,,,,,
name1988,lastname1988,October,26,1,BS Management,639179046049.00,917.90,917,,,,,,,,,,,,
name1989,lastname1989,January,10,98,BS IT Entrepreneurship,639187643612.00,918.76,918,,,,,,,,,,,,
name1990,lastname1990,September,9,99,BS Management,639187232886.00,918.72,918,,,,,,,,,,,,
name1991,lastname1991,October,22,97,BS Comtech,639183033829.00,918.30,918,,,,,,,,,,,,
name1992,lastname1992,February,26,1,BS IT Entrepreneurship,639271697384.00,927.17,927,,,,,,,,,,,,
name1993,lastname1993,June,8,0,BS Management Engineering,639178125088.00,917.81,917,,,,,,,,,,,,
name1994,lastname1994,March,6,98,BS Management Engineering,639272424120.00,927.24,927,,,,,,,,,,,,
name1995,lastname1995,March,13,0,BS Comtech,639173059747.00,917.31,917,,,,,,,,,,,,
name1996,lastname1996,November,8,0,BS Management Engineering,639275038538.00,927.50,927,,,,,,,,,,,,
name1997,lastname1997,July,1,0,BS Comtech,639182715534.00,918.27,918,,,,,,,,,,,,
name1998,lastname1998,May,21,97,BS Comtech,639274129263.00,927.41,927,,,,,,,,,,,,
name1999,lastname1999,December,28,98,BS IT Entrepreneurship,639188917548.00,918.89,918,,,,,,,,,,,,
name2000,lastname2000,April,9,98,BS Comtech,639184763872.00,918.48,918,,,,,,,,,,,,
name2001,lastname2001,August,3,99,BS Management Engineering,639272985300.00,927.30,927,,,,,,,,,,,,
name2002,lastname2002,December,11,98,BS Comtech,639272235706.00,927.22,927,,,,,,,,,,,,
name2003,lastname2003,January,24,98,BS Management,639184944620.00,918.49,918,,,,,,,,,,,,
name2004,lastname2004,June,2,99,BS Management Engineering,639179357445.00,917.94,917,,,,,,,,,,,,
name2005,lastname2005,December,18,0,BS IT Entrepreneurship,639274883954.00,927.49,927,,,,,,,,,,,,
name2006,lastname2006,August,21,1,BS IT Entrepreneurship,639174378924.00,917.44,917,,,,,,,,,,,,
name2007,lastname2007,July,28,1,BS Legal Management,639177167562.00,917.72,917,,,,,,,,,,,,
name2008,lastname2008,January,7,99,BS Management,639176808395.00,917.68,917,,,,,,,,,,,,
name2009,lastname2009,July,6,97,BS Management Engineering,639273613637.00,927.36,927,,,,,,,,,,,,
name2010,lastname2010,February,22,98,BS Management Engineering,639187078523.00,918.71,918,,,,,,,,,,,,
name2011,lastname2011,January,1,98,BS IT Entrepreneurship,639186232531.00,918.62,918,,,,,,,,,,,,
name2012,lastname2012,September,14,0,BS Management,639172205027.00,917.22,917,,,,,,,,,,,,
name2013,lastname2013,June,24,98,BS Management,639188129408.00,918.81,918,,,,,,,,,,,,
name2014,lastname2014,April,25,98,BS Legal Management,639272106387.00,927.21,927,,,,,,,,,,,,
name2015,lastname2015,February,16,98,BS Management,639184494691.00,918.45,918,,,,,,,,,,,,
name2016,lastname2016,December,13,97,BS Legal Management,639171404123.00,917.14,917,,,,,,,,,,,,
name2017,lastname2017,November,22,1,BS Legal Management,639187906360.00,918.79,918,,,,,,,,,,,,
name2018,lastname2018,December,1,97,BS IT Entrepreneurship,639177514414.00,917.75,917,,,,,,,,,,,,
name2019,lastname2019,April,22,97,BS IT Entrepreneurship,639185152440.00,918.52,918,,,,,,,,,,,,
name2020,lastname2020,November,8,99,BS Management,639177007658.00,917.70,917,,,,,,,,,,,,
name2021,lastname2021,April,24,99,BS Management Engineering,639176885465.00,917.69,917,,,,,,,,,,,,
name2022,lastname2022,October,19,99,BS Management Engineering,639181827212.00,918.18,918,,,,,,,,,,,,
name2023,lastname2023,March,23,1,BS IT Entrepreneurship,639177125504.00,917.71,917,,,,,,,,,,,,
name2024,lastname2024,December,7,98,BS Management Engineering,639274654236.00,927.47,927,,,,,,,,,,,,
name2025,lastname2025,June,22,97,BS Comtech,639273791273.00,927.38,927,,,,,,,,,,,,
name2026,lastname2026,July,21,98,BS Management Engineering,639175748273.00,917.57,917,,,,,,,,,,,,
name2027,lastname2027,July,22,0,BS Legal Management,639277973776.00,927.80,927,,,,,,,,,,,,
name2028,lastname2028,May,25,97,BS Comtech,639276031821.00,927.60,927,,,,,,,,,,,,
name2029,lastname2029,April,24,99,BS Legal Management,639279131885.00,927.91,927,,,,,,,,,,,,
name2030,lastname2030,August,27,99,BS Comtech,639177724979.00,917.77,917,,,,,,,,,,,,
name2031,lastname2031,June,6,99,BS Management Engineering,639181985169.00,918.20,918,,,,,,,,,,,,
name2032,lastname2032,May,26,1,BS Comtech,639186788292.00,918.68,918,,,,,,,,,,,,
name2033,lastname2033,May,15,97,BS IT Entrepreneurship,639181921964.00,918.19,918,,,,,,,,,,,,
name2034,lastname2034,December,23,99,BS IT Entrepreneurship,639273543947.00,927.35,927,,,,,,,,,,,,
name2035,lastname2035,February,27,1,BS Management Engineering,639174169675.00,917.42,917,,,,,,,,,,,,
name2036,lastname2036,May,5,0,BS Legal Management,639174589382.00,917.46,917,,,,,,,,,,,,
name2037,lastname2037,November,14,99,BS IT Entrepreneurship,639279611511.00,927.96,927,,,,,,,,,,,,
name2038,lastname2038,February,20,0,BS IT Entrepreneurship,639181811959.00,918.18,918,,,,,,,,,,,,
name2039,lastname2039,June,7,97,BS Comtech,639177119082.00,917.71,917,,,,,,,,,,,,
name2040,lastname2040,February,25,99,BS Management,639178929403.00,917.89,917,,,,,,,,,,,,
name2041,lastname2041,March,2,0,BS Comtech,639177635585.00,917.76,917,,,,,,,,,,,,
name2042,lastname2042,September,14,97,BS Management,639176405440.00,917.64,917,,,,,,,,,,,,
name2043,lastname2043,December,2,97,BS Comtech,639174287971.00,917.43,917,,,,,,,,,,,,
name2044,lastname2044,February,17,98,BS Management,639279539269.00,927.95,927,,,,,,,,,,,,
name2045,lastname2045,December,1,99,BS Comtech,639181155499.00,918.12,918,,,,,,,,,,,,
name2046,lastname2046,December,19,99,BS Comtech,639275121467.00,927.51,927,,,,,,,,,,,,
name2047,lastname2047,May,6,99,BS Management,639188453533.00,918.85,918,,,,,,,,,,,,
name2048,lastname2048,June,2,98,BS Comtech,639276076884.00,927.61,927,,,,,,,,,,,,
name2049,lastname2049,February,23,99,BS Management Engineering,639183614540.00,918.36,918,,,,,,,,,,,,
name2050,lastname2050,January,12,97,BS IT Entrepreneurship,639184602193.00,918.46,918,,,,,,,,,,,,
name2051,lastname2051,June,9,98,BS Management Engineering,639183831170.00,918.38,918,,,,,,,,,,,,
name2052,lastname2052,June,3,98,BS Management,639274534639.00,927.45,927,,,,,,,,,,,,
name2053,lastname2053,May,18,0,BS IT Entrepreneurship,639274623334.00,927.46,927,,,,,,,,,,,,
name2054,lastname2054,March,2,1,BS Management Engineering,639175203203.00,917.52,917,,,,,,,,,,,,
name2055,lastname2055,March,5,98,BS Comtech,639279166099.00,927.92,927,,,,,,,,,,,,
name2056,lastname2056,August,12,1,BS IT Entrepreneurship,639276361722.00,927.64,927,,,,,,,,,,,,
name2057,lastname2057,August,2,99,BS Legal Management,639173909767.00,917.39,917,,,,,,,,,,,,
name2058,lastname2058,July,9,97,BS Management Engineering,639171312366.00,917.13,917,,,,,,,,,,,,
name2059,lastname2059,April,17,98,BS Legal Management,639274142581.00,927.41,927,,,,,,,,,,,,
name2060,lastname2060,July,13,98,BS Management Engineering,639274559300.00,927.46,927,,,,,,,,,,,,
name2061,lastname2061,August,15,97,BS Legal Management,639179174866.00,917.92,917,,,,,,,,,,,,
name2062,lastname2062,July,19,1,BS Legal Management,639276594480.00,927.66,927,,,,,,,,,,,,
name2063,lastname2063,July,2,99,BS Management,639184693848.00,918.47,918,,,,,,,,,,,,
name2064,lastname2064,May,19,0,BS IT Entrepreneurship,639278543866.00,927.85,927,,,,,,,,,,,,
name2065,lastname2065,April,26,99,BS Comtech,639174647561.00,917.46,917,,,,,,,,,,,,
name2066,lastname2066,September,6,98,BS IT Entrepreneurship,639187473259.00,918.75,918,,,,,,,,,,,,
name2067,lastname2067,December,6,1,BS Management,639173137671.00,917.31,917,,,,,,,,,,,,
name2068,lastname2068,November,23,0,BS Legal Management,639189702344.00,918.97,918,,,,,,,,,,,,
name2069,lastname2069,May,5,1,BS Comtech,639171283353.00,917.13,917,,,,,,,,,,,,
name2070,lastname2070,June,16,98,BS Comtech,639187825017.00,918.78,918,,,,,,,,,,,,
name2071,lastname2071,July,11,98,BS Legal Management,639189333630.00,918.93,918,,,,,,,,,,,,
name2072,lastname2072,September,26,97,BS Legal Management,639177791807.00,917.78,917,,,,,,,,,,,,
name2073,lastname2073,September,5,99,BS IT Entrepreneurship,639275411226.00,927.54,927,,,,,,,,,,,,
name2074,lastname2074,December,8,1,BS Comtech,639176429835.00,917.64,917,,,,,,,,,,,,
name2075,lastname2075,July,19,1,BS Comtech,639181711816.00,918.17,918,,,,,,,,,,,,
name2076,lastname2076,August,27,97,BS IT Entrepreneurship,639279535376.00,927.95,927,,,,,,,,,,,,
name2077,lastname2077,June,1,1,BS Management Engineering,639187671665.00,918.77,918,,,,,,,,,,,,
name2078,lastname2078,March,24,99,BS IT Entrepreneurship,639174641136.00,917.46,917,,,,,,,,,,,,
name2079,lastname2079,January,14,99,BS Comtech,639181332721.00,918.13,918,,,,,,,,,,,,
name2080,lastname2080,January,10,0,BS Legal Management,639189675019.00,918.97,918,,,,,,,,,,,,
name2081,lastname2081,August,3,1,BS IT Entrepreneurship,639184454103.00,918.45,918,,,,,,,,,,,,
name2082,lastname2082,January,28,97,BS IT Entrepreneurship,639184567534.00,918.46,918,,,,,,,,,,,,
name2083,lastname2083,April,11,98,BS IT Entrepreneurship,639274579758.00,927.46,927,,,,,,,,,,,,
name2084,lastname2084,January,10,97,BS IT Entrepreneurship,639274901517.00,927.49,927,,,,,,,,,,,,
name2085,lastname2085,January,1,97,BS Comtech,639273397317.00,927.34,927,,,,,,,,,,,,
name2086,lastname2086,June,28,98,BS Management,639188094956.00,918.81,918,,,,,,,,,,,,
